Sheet1_position,Sheet1_raw_header,Resolution_method,metadata_index,metadata_excel_row,UniqueSampleID,进样时间,sample,condition,group,TREAT1,TREAT1_clean,TREAT2,Tube_Mixing,WoleBlood_oldTime,Plasma_HoldTime_h,Note,detected_protein_groups,missing_pct,MS_batch_proxy
422,20260717_27,P1_UNIQUE_NAME,182,184,20260717_GZ_TH_27,20260717,27,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1893,50.40607807178412,20260717
423,20260717_28,P1_UNIQUE_NAME,183,185,20260717_GZ_TH_28,20260717,28,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2985,21.7972229499607,20260717
424,20260717_29,P1_UNIQUE_NAME,184,186,20260717_GZ_TH_29,20260717,29,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,3243,15.037987948650771,20260717
425,20260717_30,P1_UNIQUE_NAME,185,187,20260717_GZ_TH_30,20260717,30,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1932,49.38433324600472,20260717
426,20260717_31,P1_UNIQUE_NAME,186,188,20260717_GZ_TH_31,20260717,31,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2119,44.48519779931884,20260717
427,20260717_32,P1_UNIQUE_NAME,187,189,20260717_GZ_TH_32,20260717,32,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1978,48.17919832329054,20260717
428,20260717_33,P1_UNIQUE_NAME,188,190,20260717_GZ_TH_33,20260717,33,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2276,40.37201991092481,20260717
429,20260717_35,P1_UNIQUE_NAME,189,191,20260717_GZ_TH_35,20260717,35,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2173,43.07047419439351,20260717
430,20260717_36,P1_UNIQUE_NAME,190,192,20260717_GZ_TH_36,20260717,36,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1325,65.28687450877652,20260717
431,20260717_37,P1_UNIQUE_NAME,191,193,20260717_GZ_TH_37,20260717,37,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1934,49.33193607545193,20260717
432,20260717_38,P1_UNIQUE_NAME,192,194,20260717_GZ_TH_38,20260717,38,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1484,61.12129944982971,20260717
433,20260717_39,P1_UNIQUE_NAME,193,195,20260717_GZ_TH_39,20260717,39,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2563,32.85302593659942,20260717
434,20260717_40,P1_UNIQUE_NAME,194,196,20260717_GZ_TH_40,20260717,40,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1999,47.62902803248625,20260717
435,20260717_41,P1_UNIQUE_NAME,195,197,20260717_GZ_TH_41,20260717,41,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1920,49.69871626932146,20260717
436,20260717_42,P1_UNIQUE_NAME,196,198,20260717_GZ_TH_42,20260717,42,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,2164,43.30626146188106,20260717
437,20260717_43,P1_UNIQUE_NAME,197,199,20260717_GZ_TH_43,20260717,43,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1681,55.96017815037988,20260717
438,20260717_44,P1_UNIQUE_NAME,198,200,20260717_GZ_TH_44,20260717,44,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1782,53.31412103746398,20260717
439,20260717_45,P1_UNIQUE_NAME,199,201,20260717_GZ_TH_45,20260717,45,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1316,65.52266177626407,20260717
440,20260717_46,P1_UNIQUE_NAME,200,202,20260717_GZ_TH_46,20260717,46,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,2084,45.402148283992666,20260717
441,20260717_47,P1_UNIQUE_NAME,201,203,20260717_GZ_TH_47,20260717,47,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,2244,41.210374639769455,20260717
442,20260717_48,P1_UNIQUE_NAME,202,204,20260717_GZ_TH_48,20260717,48,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2072,45.7165313073094,20260717
443,20260717_49,P1_UNIQUE_NAME,203,205,20260717_GZ_TH_49,20260717,49,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,2174,43.04427560911711,20260717
444,20260717_50,P1_UNIQUE_NAME,204,206,20260717_GZ_TH_50,20260717,50,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1472,61.43568247314645,20260717
445,20260717_51,P1_UNIQUE_NAME,205,207,20260717_GZ_TH_51,20260717,51,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,2495,34.63452973539429,20260717
446,20260717_53,P1_UNIQUE_NAME,206,208,20260717_GZ_TH_53,20260717,53,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1974,48.28399266439612,20260717
447,20260717_54,P1_UNIQUE_NAME,207,209,20260717_GZ_TH_54,20260717,54,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,3087,19.124967251768403,20260717
448,20260717_55,P1_UNIQUE_NAME,208,210,20260717_GZ_TH_55,20260717,55,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1928,49.489127587110296,20260717
449,20260717_57,P1_UNIQUE_NAME,209,211,20260717_GZ_TH_57,20260717,57,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1885,50.61566675399528,20260717
450,20260717_58,P1_UNIQUE_NAME,210,212,20260717_GZ_TH_58,20260717,58,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1829,52.08278752947341,20260717
451,20260717_59,P1_UNIQUE_NAME,211,213,20260717_GZ_TH_59,20260717,59,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1546,59.496987162693216,20260717
452,20260717_61,P1_UNIQUE_NAME,212,214,20260717_GZ_TH_61,20260717,61,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1711,55.174220592088034,20260717
453,20260717_62,P1_UNIQUE_NAME,213,215,20260717_GZ_TH_62,20260717,62,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1720,54.93843332460047,20260717
454,20260717_63,P1_UNIQUE_NAME,214,216,20260717_GZ_TH_63,20260717,63,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1914,49.85590778097983,20260717
455,20260717_64,P1_UNIQUE_NAME,215,217,20260717_GZ_TH_64,20260717,64,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1721,54.91223473932407,20260717
456,20260717_65,P1_UNIQUE_NAME,216,218,20260717_GZ_TH_65,20260717,65,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1702,55.41000785957559,20260717
457,20260717_66,P1_UNIQUE_NAME,217,219,20260717_GZ_TH_66,20260717,66,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1814,52.475766308619335,20260717
458,20260717_67,P1_UNIQUE_NAME,218,220,20260717_GZ_TH_67,20260717,67,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1787,53.183128111082,20260717
459,20260717_68,P1_UNIQUE_NAME,219,221,20260717_GZ_TH_68,20260717,68,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1836,51.89939743253864,20260717
460,20260717_69,P1_UNIQUE_NAME,220,222,20260717_GZ_TH_69,20260717,69,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1588,58.396646581084624,20260717
461,20260717_70,P1_UNIQUE_NAME,221,223,20260717_GZ_TH_70,20260717,70,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1620,57.55829185223998,20260717
462,20260717_71,P1_UNIQUE_NAME,222,224,20260717_GZ_TH_71,20260717,71,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1758,53.94288708409746,20260717
463,20260717_72,P1_UNIQUE_NAME,223,225,20260717_GZ_TH_72,20260717,72,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1844,51.68980875032748,20260717
464,20260717_73,P1_UNIQUE_NAME,224,226,20260717_GZ_TH_73,20260717,73,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1817,52.39717055279015,20260717
465,20260717_74,P1_UNIQUE_NAME,225,227,20260717_GZ_TH_74,20260717,74,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1555,59.261199895205664,20260717
466,20260717_75,P1_UNIQUE_NAME,226,228,20260717_GZ_TH_75,20260717,75,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1988,47.91721247052659,20260717
467,20260717_76,P1_UNIQUE_NAME,227,229,20260717_GZ_TH_76,20260717,76,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1977,48.20539690856694,20260717
468,20260717_77,P1_UNIQUE_NAME,228,230,20260717_GZ_TH_77,20260717,77,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1711,55.174220592088034,20260717
469,20260717_78,P1_UNIQUE_NAME,229,231,20260717_GZ_TH_78,20260717,78,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1904,50.11789363374378,20260717
470,20260717_79,P1_UNIQUE_NAME,230,232,20260717_GZ_TH_79,20260717,79,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1784,53.26172386691118,20260717
471,20260717_80,P1_UNIQUE_NAME,231,233,20260717_GZ_TH_80,20260717,80,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,2365,38.04034582132565,20260717
472,20260717_87,P1_UNIQUE_NAME,232,234,20260717_GZ_TH_87,20260717,87,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1734,54.571653130730944,20260717
473,20260717_88,P1_UNIQUE_NAME,233,235,20260717_GZ_TH_88,20260717,88,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1623,57.47969609641079,20260717
474,20260717_89,P1_UNIQUE_NAME,234,236,20260717_GZ_TH_89,20260717,89,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1908,50.0130992926382,20260717
475,20260717_90,P1_UNIQUE_NAME,235,237,20260717_GZ_TH_90,20260717,90,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1625,57.427298925858,20260717
476,20260717_93,P1_UNIQUE_NAME,236,238,20260717_GZ_TH_93,20260717,93,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1706,55.30521351847,20260717
477,20260717_94,P1_UNIQUE_NAME,237,239,20260717_GZ_TH_94,20260717,94,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1880,50.74665968037726,20260717
478,20260717_95,P1_UNIQUE_NAME,238,240,20260717_GZ_TH_95,20260717,95,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1758,53.94288708409746,20260717
479,20260717_96,P1_UNIQUE_NAME,239,241,20260717_GZ_TH_96,20260717,96,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,2083,45.428346869269056,20260717
480,20260717_98,P1_UNIQUE_NAME,240,242,20260717_GZ_TH_98,20260717,98,湿热,GZ_TH,LOW,low,,Unknown,Unknown,Unknown,,1416,62.90280324862457,20260717
481,20260717_99,P1_UNIQUE_NAME,241,243,20260717_GZ_TH_99,20260717,99,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1861,51.24443280062877,20260717
482,20260717_100,P1_UNIQUE_NAME,242,244,20260717_GZ_TH_100,20260717,100,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1778,53.41891537856955,20260717
483,20260717_101,P1_UNIQUE_NAME,243,245,20260717_GZ_TH_101,20260717,101,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1932,49.38433324600472,20260717
484,20260717_102,P1_UNIQUE_NAME,244,246,20260717_GZ_TH_102,20260717,102,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1811,52.554362064448526,20260717
485,20260717_103,P1_UNIQUE_NAME,245,247,20260717_GZ_TH_103,20260717,103,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1951,48.886560125753206,20260717
486,20260717_104,P1_UNIQUE_NAME,246,248,20260717_GZ_TH_104,20260717,104,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1613,57.74168194917474,20260717
487,20260717_106,P1_UNIQUE_NAME,247,249,20260717_GZ_TH_106,20260717,106,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1669,56.27456117369663,20260717
488,20260717_107,P1_UNIQUE_NAME,248,250,20260717_GZ_TH_107,20260717,107,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1773,53.54990830495153,20260717
489,20260717_108,P1_UNIQUE_NAME,249,251,20260717_GZ_TH_108,20260717,108,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1615,57.68928477862195,20260717
490,20260717_109,P1_UNIQUE_NAME,250,252,20260717_GZ_TH_109,20260717,109,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1577,58.68483101912497,20260717
491,20260717_110,P1_UNIQUE_NAME,251,253,20260717_GZ_TH_110,20260717,110,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1577,58.68483101912497,20260717
492,20260717_111,P1_UNIQUE_NAME,252,254,20260717_GZ_TH_111,20260717,111,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1691,55.69819229761593,20260717
493,20260717_112,P1_UNIQUE_NAME,253,255,20260717_GZ_TH_112,20260717,112,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2075,45.63793555148022,20260717
494,20260717_114,P1_UNIQUE_NAME,254,256,20260717_GZ_TH_114,20260717,114,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1615,57.68928477862195,20260717
495,20260717_115,P1_UNIQUE_NAME,255,257,20260717_GZ_TH_115,20260717,115,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2313,39.40267225569819,20260717
496,20260717_117,P1_UNIQUE_NAME,256,258,20260717_GZ_TH_117,20260717,117,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1767,53.70709981660991,20260717
497,20260717_118,P1_UNIQUE_NAME,257,259,20260717_GZ_TH_118,20260717,118,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1525,60.04715745349751,20260717
498,20260717_119,P1_UNIQUE_NAME,258,260,20260717_GZ_TH_119,20260717,119,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2731,28.451663610165053,20260717
499,20260717_120,P1_UNIQUE_NAME,259,261,20260717_GZ_TH_120,20260717,120,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1572,58.81582394550694,20260717
500,20260717_121,P1_UNIQUE_NAME,260,262,20260717_GZ_TH_121,20260717,121,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,2014,47.23604925334032,20260717
501,20260717_122,P1_UNIQUE_NAME,261,263,20260717_GZ_TH_122,20260717,122,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1595,58.21325648414985,20260717
502,20260717_123,P1_UNIQUE_NAME,262,264,20260717_GZ_TH_123,20260717,123,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1671,56.222164003143824,20260717
503,20260717_124,P1_UNIQUE_NAME,263,265,20260717_GZ_TH_124,20260717,124,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1759,53.91668849882107,20260717
504,20260717_125,P1_UNIQUE_NAME,264,266,20260717_GZ_TH_125,20260717,125,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1634,57.19151165837045,20260717
505,20260717_126,P1_UNIQUE_NAME,265,267,20260717_GZ_TH_126,20260717,126,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1716,55.04322766570605,20260717
506,20260717_128,P1_UNIQUE_NAME,266,268,20260717_GZ_TH_128,20260717,128,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1993,47.786219544144615,20260717
507,20260717_129,P1_UNIQUE_NAME,267,269,20260717_GZ_TH_129,20260717,129,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1867,51.0872412889704,20260717
508,20260717_131,P1_UNIQUE_NAME,268,270,20260717_GZ_TH_131,20260717,131,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1679,56.01257532093267,20260717
509,20260717_132,P1_UNIQUE_NAME,269,271,20260717_GZ_TH_132,20260717,132,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1406,63.16478910138853,20260717
510,20260717_133,P1_UNIQUE_NAME,270,272,20260717_GZ_TH_133,20260717,133,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1568,58.92061828661252,20260717
511,20260717_134,P1_UNIQUE_NAME,271,273,20260717_GZ_TH_134,20260717,134,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1053,72.41288970395598,20260717
512,20260717_137,P1_UNIQUE_NAME,272,274,20260717_GZ_TH_137,20260717,137,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1226,67.88053445113964,20260717
513,20260717_138,P1_UNIQUE_NAME,273,275,20260717_GZ_TH_138,20260717,138,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1587,58.42284516636101,20260717
514,20260717_143,P1_UNIQUE_NAME,274,276,20260717_GZ_TH_143,20260717,143,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1847,51.6112129944983,20260717
515,20260717_144,P1_UNIQUE_NAME,275,277,20260717_GZ_TH_144,20260717,144,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1957,48.72936861409484,20260717
516,20260717_147,P1_UNIQUE_NAME,276,278,20260717_GZ_TH_147,20260717,147,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1615,57.68928477862195,20260717
517,20260717_148,P1_UNIQUE_NAME,277,279,20260717_GZ_TH_148,20260717,148,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,2028,46.86926905947079,20260717
518,20260717_149,P1_UNIQUE_NAME,278,280,20260717_GZ_TH_149,20260717,149,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,2048,46.34529735394289,20260717
519,20260717_150,P1_UNIQUE_NAME,279,281,20260717_GZ_TH_150,20260717,150,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1696,55.567199371233954,20260717
