PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,detected_samples,missing_pct,median_positive_abundance
Q86Y82,STX12,Syntaxin-12,STX12_HUMAN,1.508756987306384,0.0040983606557377,31641.89,228,56.06936416184971,147.8302764892578
Q86YB8,ERO1B,ERO1-like protein beta,ERO1B_HUMAN,0.7574723796334185,0.0073810825587752,53543.15,54,89.59537572254335,72.95055770874023
Q86YQ8,CPNE8,Copine-8,CPNE8_HUMAN,0.6980725197730158,0.0073810825587752,63107.63,168,67.63005780346822,296.4276733398438
Q86YR7,MCF2L2,Probable guanine nucleotide exchange factor MCF2L2,MF2L2_HUMAN,0.5829432925324339,0.0073810825587752,126992.81,143,72.44701348747591,101.4832000732422
Q86YV0,RASAL3,RAS protein activator like-3,RASL3_HUMAN,5.990359346040948,0.0073810825587752,111898.41,233,55.10597302504817,85.57770538330078
Q86YW5,TREML1,Trem-like transcript 1 protein,TRML1_HUMAN,1.452356705679199,0.0040983606557377,32678.55,229,55.8766859344894,285.7803344726562
Q86YZ3,HRNR,Hornerin,HORN_HUMAN,1.109421171436665,0.0016233766233766,282389.92,517,0.3853564547206166,412.66845703125
Q8IUD2,ERC1,ELKS/Rab6-interacting/CAST family member 1,RB6I2_HUMAN,0.7709159633539014,0.0040983606557377,128086.39,301,42.00385356454721,232.9085693359375
Q8IUE6,H2AC21,Histone H2A type 2-B,H2A2B_HUMAN,1.404862468915347,0.0073810825587752,13995.3,209,59.73025048169557,149.3467102050781
Q8IUI8,CRLF3,Cytokine receptor-like factor 3,CRLF3_HUMAN,0.8284753281785157,0.0040983606557377,49765.92,246,52.601156069364166,68.92361831665039
Q8IUK5,PLXDC1,Plexin domain-containing protein 1,PLDX1_HUMAN,0.4587486994484768,0.0016233766233766,55760.33,519,0.0,2915.795654296875
Q8IUK8,CBLN2,Cerebellin-2,CBLN2_HUMAN,0.6155977278249468,0.0073810825587752,24083.87,114,78.03468208092485,116.4636459350586
Q8IUL8,CILP2,Cartilage intermediate layer protein 2,CILP2_HUMAN,0.5937493101014373,0.0030581039755351,126291.36,519,0.0,224.4432678222656
Q8IUR7,ARMC8,Armadillo repeat-containing protein 8,ARMC8_HUMAN,0.860360601509024,0.0073810825587752,75509.28,88,83.04431599229287,139.3564910888672
Q8IUX7,AEBP1,Adipocyte enhancer-binding protein 1,AEBP1_HUMAN,0.5127514389759508,0.0016233766233766,130928.75,519,0.0,1881.54052734375
Q8IV08,PLD3,5'-3' exonuclease PLD3,PLD3_HUMAN,0.6700484425994377,0.0072727272727272,54705.35,224,56.84007707129094,61.400997161865234
Q8IVB4,SLC9A9,Sodium/hydrogen exchanger 9,SL9A9_HUMAN,0.8708862867433755,0.0016233766233766,72564.97,48,90.7514450867052,236.61199188232428
Q8IVF2,AHNAK2,Protein AHNAK2,AHNK2_HUMAN,0.9821944904471372,0.0073810825587752,616629.34,158,69.55684007707129,98.63649368286133
Q8IVL8,CPO,Carboxypeptidase O,CBPO_HUMAN,0.6735187594075501,0.0073810825587752,42529.42,5,99.03660886319847,219.1431579589844
Q8IVW4,CDKL3,Cyclin-dependent kinase-like 3,CDKL3_HUMAN,0.6930790638912085,0.0072727272727272,67513.69,507,2.312138728323699,1784.279052734375
Q8IW45,NAXD,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,NNRD_HUMAN,0.7653789020413825,0.0073810825587752,36576,132,74.56647398843931,39.32624626159668
Q8IW75,SERPINA12,Serpin A12,SPA12_HUMAN,0.8802106105208957,0.0040983606557377,47175,317,38.921001926782274,106.5065231323242
Q8IWA5,SLC44A2,Choline transporter-like protein 2,CTL2_HUMAN,0.5386897565539545,0.0073810825587752,80123.63,362,30.2504816955684,297.722412109375
Q8IWB7,WDFY1,WD repeat and FYVE domain-containing protein 1,WDFY1_HUMAN,2.192019805837036,0.0073810825587752,46323.74,61,88.2466281310212,79.20165252685547
Q8IWE2,FAM114A1,Protein NOXP20,NXP20_HUMAN,0.6339118496432984,0.0040983606557377,60741.7,430,17.148362235067438,85.20611572265625
Q8IWF9,CCDC83,Coiled-coil domain-containing protein 83,CCD83_HUMAN,0.6334405899925654,0.0073810825587752,48850.58,16,96.91714836223507,138.1831512451172
Q8IWU5,SULF2,Extracellular sulfatase Sulf-2,SULF2_HUMAN,0.9751612731449696,0.0073810825587752,100454.62,444,14.450867052023122,188.87381744384766
Q8IWV2,CNTN4,Contactin-4,CNTN4_HUMAN,0.721141599499516,0.0073810825587752,113453.64,77,85.16377649325626,58.88846206665039
Q8IX12,CCAR1,Cell division cycle and apoptosis regulator protein 1,CCAR1_HUMAN,0.7328534348703676,0.0084790673025967,132821.02,147,71.67630057803468,528.2589721679688
Q8IXB1,DNAJC10,Endoplasmic reticulum disulfide reductase DNAJC10,DJC10_HUMAN,1.570194802453398,0.0073810825587752,91079.68,50,90.36608863198458,34.85316276550293
Q8IXI1,RHOT2,Mitochondrial Rho GTPase 2,MIRO2_HUMAN,0.6981443615360847,0.0073810825587752,68117.83,21,95.95375722543352,49.9576416015625
Q8IXJ6,SIRT2,NAD-dependent protein deacetylase sirtuin-2,SIR2_HUMAN,0.9934760162047184,0.0073810825587752,43182.16,48,90.7514450867052,76.16598129272461
Q8IXL6,FAM20C,Extracellular serine/threonine protein kinase FAM20C,FA20C_HUMAN,1.927682188115577,0.0016233766233766,66234.49,495,4.624277456647398,279.4522094726562
Q8IY22,CMIP,C-Maf-inducing protein,CMIP_HUMAN,1.70417971430518,0.0073810825587752,86330.64,143,72.44701348747591,259.9271545410156
Q8IYB5,SMAP1,Stromal membrane-associated protein 1,SMAP1_HUMAN,0.742338480107457,0.0073810825587752,50386.49,22,95.76107899807322,197.2964859008789
Q8IYD1,GSPT2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,ERF3B_HUMAN,0.9603501123583956,0.006765899864682,68883.2,221,57.41811175337187,271.6843872070312
Q8IYI6,EXOC8,Exocyst complex component 8,EXOC8_HUMAN,0.6593021398218407,0.0072727272727272,81799.07,454,12.524084778420038,470.7472839355469
Q8IYJ2,C10orf67,"Uncharacterized protein C10orf67, mitochondrial",CJ067_HUMAN,1.36252752886185,0.0073810825587752,63655.8,158,69.55684007707129,95.82884216308594
Q8IZ52,CHPF,Chondroitin sulfate synthase 2,CHSS2_HUMAN,0.6613617999715266,0.0072727272727272,85467.3,110,78.80539499036608,71.11132049560547
Q8IZ83,ALDH16A1,Aldehyde dehydrogenase family 16 member A1,A16A1_HUMAN,1.168693164948072,0.0058910162002945,85127.45,227,56.26204238921002,68.7170639038086
Q8IZA0,KIAA0319L,Dyslexia-associated protein KIAA0319-like protein,K319L_HUMAN,0.5782030930393592,0.0040983606557377,115657.74,489,5.780346820809249,172.7345428466797
Q8IZD0,SAMD14,Sterile alpha motif domain-containing protein 14,SAM14_HUMAN,0.9241406519741656,0.0073810825587752,45055.88,33,93.64161849710982,149.1686859130859
Q8IZF2,ADGRF5,Adhesion G protein-coupled receptor F5,AGRF5_HUMAN,0.510351485701864,0.0016233766233766,149457.07,519,0.0,1398.067260742188
Q8IZF6,ADGRG4,Adhesion G-protein coupled receptor G4,AGRG4_HUMAN,0.87552411549483,0.0084790673025967,333368.05,84,83.8150289017341,156.89678955078125
Q8IZH2,XRN1,5'-3' exoribonuclease 1,XRN1_HUMAN,1.200951973546467,0.0073810825587752,194107.28,8,98.45857418111753,47.97265434265137
Q8IZP0,ABI1,Abl interactor 1,ABI1_HUMAN,1.443039742939187,0.0072727272727272,55080.84,278,46.4354527938343,87.89126968383789
Q8IZP7,HS6ST3,Heparan-sulfate 6-O-sulfotransferase 3,H6ST3_HUMAN,0.5425338024409188,0.0016233766233766,54843.65,519,0.0,431.4911193847656
Q8IZP9,ADGRG2,Adhesion G-protein coupled receptor G2,AGRG2_HUMAN,1.400089199184441,0.0040983606557377,111592.54,518,0.1926782273603083,441.3990783691406
Q8IZQ5,SELENOH,Selenoprotein H,SELH_HUMAN,1.082974304998362,0.0073810825587752,13453.44,44,91.52215799614643,46.67115020751953
Q8IZS8,CACNA2D3,Voltage-dependent calcium channel subunit alpha-2/delta-3,CA2D3_HUMAN,0.5460701014573155,0.0073810825587752,123011.33,423,18.497109826589593,830.1001586914062
Q8N0U8,VKORC1L1,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORL_HUMAN,0.8508860744942179,0.0073810825587752,19835.67,48,90.7514450867052,52.72463607788086
Q8N0V3,RBFA,"Putative ribosome-binding factor A, mitochondrial",RBFA_HUMAN,0.9053329395693837,0.0080321285140562,38359.36,5,99.03660886319847,108.7168579101562
Q8N128,FAM177A1,Protein FAM177A1,F177A_HUMAN,0.756523911928031,0.0040983606557377,23757.37,476,8.285163776493256,176.67696380615234
Q8N131,TMEM123,Porimin,PORIM_HUMAN,1.107595737793161,0.0073810825587752,21531.09,41,92.10019267822736,195.6842803955078
Q8N1E6,FBXL14,F-box/LRR-repeat protein 14,FXL14_HUMAN,0.5062220714598705,0.0073810825587752,45886.26,54,89.59537572254335,928.8848266601562
Q8N1F7,NUP93,Nuclear pore complex protein Nup93,NUP93_HUMAN,0.8813800627167534,0.0073810825587752,93488.28,28,94.60500963391137,45.86988639831542
Q8N1G4,LRRC47,Leucine-rich repeat-containing protein 47,LRC47_HUMAN,1.153852878282637,0.0065597667638483,63472.94,306,41.040462427745666,63.4477481842041
Q8N1N4,KRT78,"Keratin, type II cytoskeletal 78",K2C78_HUMAN,1.127775240752179,0.0016233766233766,56865.82,518,0.1926782273603083,571.6475830078125
Q8N1Q1,CA13,Carbonic anhydrase 13,CAH13_HUMAN,1.180226086333996,0.0073810825587752,29443.14,99,80.92485549132948,81.20045471191406
Q8N257,H2BC26,Histone H2B type 3-B,H2B3B_HUMAN,1.881311472745288,0.0073810825587752,13908.11,415,20.03853564547206,513.4362182617188
Q8N2S1,LTBP4,Latent-transforming growth factor beta-binding protein 4,LTBP4_HUMAN,0.566884430148875,0.0065597667638483,173435.18,112,78.42003853564547,125.0367279052734
Q8N307,MUC20,Mucin-20,MUC20_HUMAN,0.5595030205797161,0.0016233766233766,71981.68,518,0.1926782273603083,1246.7734985351565
Q8N386,LRRC25,Leucine-rich repeat-containing protein 25,LRC25_HUMAN,0.5168003426972181,0.0072727272727272,33178.52,358,31.021194605009633,94.91106033325195
Q8N392,ARHGAP18,Rho GTPase-activating protein 18,RHG18_HUMAN,1.829397019332548,0.0058910162002945,74976.73,311,40.07707129094412,90.38369750976562
Q8N3F0,MTURN,Maturin,MTURN_HUMAN,0.7723787261963723,0.0073810825587752,14925.38,132,74.56647398843931,98.61861801147462
Q8N3T1,GALNT15,Polypeptide N-acetylgalactosaminyltransferase 15,GLT15_HUMAN,0.6093183989584685,0.006765899864682,73063.42,492,5.202312138728324,151.24290466308594
Q8N3Y7,SDR16C5,Epidermal retinol dehydrogenase 2,RDHE2_HUMAN,1.066102813171461,0.0073810825587752,34095.32,22,95.76107899807322,70.58856964111328
Q8N4P3,HDDC3,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1",MESH1_HUMAN,1.260976651969663,0.0073810825587752,20329.03,31,94.02697495183044,63.84707260131836
Q8N5C6,SRBD1,S1 RNA-binding domain-containing protein 1,SRBD1_HUMAN,0.9468666400759412,0.0073810825587752,111775.59,329,36.60886319845857,989.6998901367188
Q8N5J2,MINDY1,Ubiquitin carboxyl-terminal hydrolase MINDY-1,MINY1_HUMAN,1.922883310855515,0.0072727272727272,51778.09,115,77.84200385356455,85.85669708251953
Q8N684,CPSF7,Cleavage and polyadenylation specificity factor subunit 7,CPSF7_HUMAN,1.889974829000714,0.0073810825587752,52050.05,23,95.56840077071291,67.82316589355469
Q8N699,MYCT1,Myc target protein 1,MYCT1_HUMAN,0.7667959029267878,0.0072727272727272,26592.51,334,35.64547206165704,401.8509979248047
Q8N6C8,LILRA3,Leukocyte immunoglobulin-like receptor subfamily A member 3,LIRA3_HUMAN,0.6432524415055402,0.0073810825587752,47471.78,354,31.79190751445087,110.30634689331055
Q8N6H7,ARFGAP2,ADP-ribosylation factor GTPase-activating protein 2,ARFG2_HUMAN,0.9907381808196294,0.0073810825587752,56720.36,23,95.56840077071291,110.388069152832
Q8N766,EMC1,ER membrane protein complex subunit 1,EMC1_HUMAN,1.108787212330662,0.0073810825587752,111759.4,158,69.55684007707129,146.09429931640625
Q8N7A1,KLHDC1,Kelch domain-containing protein 1,KLDC1_HUMAN,0.9212876335401228,0.0073810825587752,46719.8,194,62.6204238921002,249.75337982177734
Q8N8K9,KIAA1958,Uncharacterized protein KIAA1958,K1958_HUMAN,1.302919482745521,0.0073810825587752,79212.21,161,68.97880539499036,309.9131774902344
Q8N8M0,NAT16,Probable N-acetyltransferase 16,NAT16_HUMAN,0.7286604286270569,0.0073810825587752,40521.31,444,14.450867052023122,342.7544708251953
Q8N9N7,LRRC57,Leucine-rich repeat-containing protein 57,LRC57_HUMAN,0.5841176329790789,0.0072727272727272,26754.18,353,31.984585741811177,134.9566955566406
Q8N9U0,TC2N,Tandem C2 domains nuclear protein,TAC2N_HUMAN,1.268090303506147,0.0040983606557377,55284.15,166,68.01541425818883,84.3260383605957
Q8NBF2,NHLRC2,NHL repeat-containing protein 2,NHLC2_HUMAN,1.392531763102711,0.0073810825587752,79443.58,205,60.5009633911368,150.4249725341797
Q8NBJ4,GOLM1,Golgi membrane protein 1,GOLM1_HUMAN,0.5036148234437758,0.0016233766233766,45333.24,519,0.0,2784.3125
Q8NBJ5,COLGALT1,Procollagen galactosyltransferase 1,GT251_HUMAN,1.49162559371203,0.0073810825587752,71636.1,138,73.41040462427746,49.797895431518555
Q8NBJ7,SUMF2,Inactive C-alpha-formylglycine-generating enzyme 2,SUMF2_HUMAN,0.5827493696903931,0.0030581039755351,33843.1,422,18.689788053949904,283.0189514160156
Q8NBM8,PCYOX1L,Prenylcysteine oxidase 1-like,PCYXL_HUMAN,1.472540296659157,0.0072727272727272,54646.48,114,78.03468208092485,57.196407318115234
Q8NBP7,PCSK9,Proprotein convertase subtilisin/kexin type 9,PCSK9_HUMAN,0.6744497475337051,0.0030581039755351,74286.21,519,0.0,3553.42626953125
Q8NBQ5,HSD17B11,Estradiol 17-beta-dehydrogenase 11,DHB11_HUMAN,1.197785148403379,0.0073810825587752,32963.88,135,73.98843930635837,41.69361877441406
Q8NBS9,TXNDC5,Thioredoxin domain-containing protein 5,TXND5_HUMAN,0.8569169333438723,0.0055467511885895,47628.86,471,9.248554913294797,263.3657531738281
Q8NBX0,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,SCPDL_HUMAN,2.652499568106456,0.0016233766233766,47151.37,161,68.97880539499036,125.6253356933594
Q8NBZ7,UXS1,UDP-glucuronic acid decarboxylase 1,UXS1_HUMAN,1.649210981304974,0.006765899864682,47576.78,359,30.828516377649322,143.0915069580078
Q8NC54,KCT2,Keratinocyte-associated transmembrane protein 2,KCT2_HUMAN,0.6881063995948122,0.0040983606557377,29234.77,240,53.75722543352601,215.57733154296875
Q8NCA5,FAM98A,Protein FAM98A,FA98A_HUMAN,1.04223155287756,0.0073810825587752,55272.51,16,96.91714836223507,60.43601608276367
Q8NCH0,CHST14,Carbohydrate sulfotransferase 14,CHSTE_HUMAN,0.6160864081787953,0.0073810825587752,42996.98,437,15.79961464354528,161.3763732910156
Q8NCW5,NAXE,NAD(P)H-hydrate epimerase,NNRE_HUMAN,1.182556353145078,0.0073810825587752,31674.59,237,54.33526011560693,134.8183288574219
Q8ND71,GIMAP8,GTPase IMAP family member 8,GIMA8_HUMAN,1.422725467911698,0.0078146052277014,74890.17,3,99.42196531791907,1757.232421875
Q8ND76,CCNY,Cyclin-Y,CCNY_HUMAN,0.8219168550094416,0.0073810825587752,39336.65,45,91.32947976878613,47.6849365234375
Q8NDA2,HMCN2,Hemicentin-2,HMCN2_HUMAN,0.7051343973572723,0.0072727272727272,544005.63,422,18.689788053949904,73.16704940795898
Q8NDB2,BANK1,B-cell scaffold protein with ankyrin repeats,BANK1_HUMAN,0.7282535689421321,0.0073810825587752,89281.88,22,95.76107899807322,73.687255859375
Q8NDZ4,DIPK2A,Divergent protein kinase domain 2A,DIK2A_HUMAN,1.109222175365096,0.0073810825587752,49481.87,271,47.784200385356456,102.3824081420898
Q8NE71,ABCF1,ATP-binding cassette sub-family F member 1,ABCF1_HUMAN,0.8435232913357105,0.0073810825587752,95925.74,251,51.637764932562625,143.2550811767578
Q8NE86,MCU,"Calcium uniporter protein, mitochondrial",MCU_HUMAN,5.737836107108313,0.0016233766233766,39866.85,89,82.85163776493256,136.0719604492188
Q8NEH6,MNS1,Meiosis-specific nuclear structural protein 1,MNS1_HUMAN,0.5830499601607292,0.006765899864682,60571.27,452,12.909441233140656,1305.749328613281
Q8NEU8,APPL2,DCC-interacting protein 13-beta,DP13B_HUMAN,1.152058715114234,0.0073810825587752,74493.34,172,66.85934489402698,86.4304428100586
Q8NEX9,SDR9C7,Short-chain dehydrogenase/reductase family 9C member 7,DR9C7_HUMAN,1.524084622333287,0.0073810825587752,35262.79,161,68.97880539499036,73.72053527832031
Q8NEZ2,VPS37A,Vacuolar protein sorting-associated protein 37A,VP37A_HUMAN,1.377594674093559,0.0072727272727272,44314.44,118,77.26396917148362,55.92233276367188
Q8NF50,DOCK8,Dedicator of cytokinesis protein 8,DOCK8_HUMAN,2.311143250550176,0.0073810825587752,238529.06,255,50.86705202312138,59.28591156005859
Q8NF67,ANKRD20A12P,Putative ankyrin repeat domain-containing protein 20A12,A2012_HUMAN,0.6543952126944467,0.0072727272727272,31170.52,241,53.5645472061657,298.1384582519531
Q8NF91,SYNE1,Nesprin-1,SYNE1_HUMAN,0.8246957265781606,0.0073810825587752,1011085.95,277,46.628131021194605,226.5394897460937
Q8NFF5,FLAD1,Bifunctional FAD diphosphatase/FAD synthase,FAD1_HUMAN,0.8202085567942641,0.0073810825587752,65265.56,17,96.72447013487476,25.45149230957031
Q8NFL0,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",B3GN7_HUMAN,0.620728581544921,0.0073810825587752,45987.2,455,12.33140655105973,202.766845703125
Q8NFP4,MDGA1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,MDGA1_HUMAN,1.413939173946392,0.0073810825587752,105790.35,290,44.1233140655106,11238.0224609375
Q8NFU3,TSTD1,Thiosulfate:glutathione sulfurtransferase,TSTD1_HUMAN,0.6217071819313988,0.0073810825587752,12530.25,86,83.42967244701349,112.254825592041
Q8NFU4,FDCSP,Follicular dendritic cell secreted peptide,FDSCP_HUMAN,0.94058941026711,0.0016233766233766,9700.35,485,6.551059730250482,1742.005249023438
Q8NFV4,ABHD11,sn-1-specific diacylglycerol lipase ABHD11,ABHDB_HUMAN,1.419659294017983,0.0073810825587752,33746.86,73,85.9344894026975,81.87361907958984
Q8NG06,TRIM58,E3 ubiquitin-protein ligase TRIM58,TRI58_HUMAN,0.8954833752900754,0.0072727272727272,54766.38,236,54.52793834296724,85.67493438720703
Q8NG11,TSPAN14,Tetraspanin-14,TSN14_HUMAN,0.5678117967732079,0.006765899864682,30690.83,401,22.736030828516377,154.7554779052734
Q8NHC8,OR2T6,Olfactory receptor 2T6,OR2T6_HUMAN,2.191305895792315,0.0073810825587752,34765.41,183,64.73988439306359,790.9880981445312
Q8NHG7,SVIP,Small VCP/p97-interacting protein,SVIP_HUMAN,0.7187991656842853,0.0072727272727272,8442.67,83,84.00770712909441,90.80889892578124
Q8NHG8,ZNRF2,E3 ubiquitin-protein ligase ZNRF2,ZNRF2_HUMAN,0.6612829175594959,0.0073810825587752,24114.74,38,92.67822736030828,70.30012130737305
Q8NHM5,KDM2B,Lysine-specific demethylase 2B,KDM2B_HUMAN,0.6390273944525693,0.0073810825587752,152614.63,195,62.42774566473989,200.0627899169922
Q8NHP6,MOSPD2,Motile sperm domain-containing protein 2,MSPD2_HUMAN,0.8543271723296922,0.0094562647754137,59746.18,24,95.37572254335261,49.53693199157715
Q8NI51,CTCFL,Transcriptional repressor CTCFL,CTCFL_HUMAN,1.978800546277188,0.0073810825587752,75747.08,493,5.009633911368015,5406.90380859375
Q8NI99,ANGPTL6,Angiopoietin-related protein 6,ANGL6_HUMAN,0.7440879816766941,0.0016233766233766,51694.23,519,0.0,4270.732421875
Q8TAB3,PCDH19,Protocadherin-19,PCD19_HUMAN,0.4771154682862094,0.0073810825587752,126252.63,48,90.7514450867052,55.99316596984863
Q8TAC1,RFESD,Rieske domain-containing protein,RFESD_HUMAN,0.6406172446353787,0.0078146052277014,17762.02,41,92.10019267822736,68.64667510986328
Q8TAT6,NPLOC4,Nuclear protein localization protein 4 homolog,NPL4_HUMAN,1.290160300571509,0.0073810825587752,68120.23,73,85.9344894026975,86.4898681640625
Q8TAX7,MUC7,Mucin-7,MUC7_HUMAN,0.7579536638369303,0.0040983606557377,39158.76,289,44.3159922928709,813.7056884765625
Q8TB73,NDNF,Protein NDNF,NDNF_HUMAN,0.6115696589673374,0.0030581039755351,64672.98,513,1.1560693641618496,284.0928955078125
Q8TBC4,UBA3,NEDD8-activating enzyme E1 catalytic subunit,UBA3_HUMAN,0.9695884400138354,0.0075880758807588,51852.41,77,85.16377649325626,87.75198364257812
Q8TBF2,PRXL2B,Prostamide/prostaglandin F synthase,PXL2B_HUMAN,1.15526265387351,0.0073810825587752,21222.54,67,87.09055876685935,62.65924072265625
Q8TBQ9,TMEM167A,Protein kish-A,KISHA_HUMAN,0.8526809497716998,0.0073810825587752,8059.85,13,97.495183044316,136.6038665771484
Q8TBY9,CFAP251,Cilia- and flagella-associated protein 251,CF251_HUMAN,1.114066496329554,0.0073810825587752,129951.95,376,27.552986512524086,611.248779296875
Q8TBZ0,CCDC110,Coiled-coil domain-containing protein 110,CC110_HUMAN,2.855452049049283,0.0073810825587752,96725.51,113,78.22736030828517,252.9381408691407
Q8TC07,TBC1D15,TBC1 domain family member 15,TBC15_HUMAN,1.071581847584464,0.0073810825587752,79490.66,67,87.09055876685935,88.55448913574219
Q8TC12,RDH11,Retinol dehydrogenase 11,RDH11_HUMAN,1.642561757381208,0.0016233766233766,35386.21,355,31.59922928709056,166.58154296875
Q8TC71,SPATA18,Mitochondria-eating protein,MIEAP_HUMAN,0.7149558108572839,0.0073810825587752,61109,434,16.377649325626205,7625.354248046875
Q8TCD5,NT5C,"5'(3')-deoxyribonucleotidase, cytosolic type",NT5C_HUMAN,1.024852243268377,0.0073810825587752,23382.77,83,84.00770712909441,68.23483276367188
Q8TCJ2,STT3B,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,STT3B_HUMAN,4.101083541919103,0.0073810825587752,93674.29,83,84.00770712909441,118.1284790039062
Q8TCZ2,CD99L2,CD99 antigen-like protein 2,C99L2_HUMAN,0.5303832196255384,0.0040983606557377,27985.88,302,41.811175337186896,147.32431030273438
Q8TD06,AGR3,Anterior gradient protein 3,AGR3_HUMAN,0.9327945972148144,0.0016233766233766,19171.34,493,5.009633911368015,273.0700378417969
Q8TD16,BICD2,Protein bicaudal D homolog 2,BICD2_HUMAN,1.986435965874426,0.0073810825587752,93533.14,71,86.31984585741812,53.90714263916016
Q8TD19,NEK9,Serine/threonine-protein kinase Nek9,NEK9_HUMAN,0.9947200312389098,0.0073810825587752,107168.46,73,85.9344894026975,72.86597442626953
Q8TD55,PLEKHO2,Pleckstrin homology domain-containing family O member 2,PKHO2_HUMAN,1.07766847558598,0.0072727272727272,53349.94,316,39.113680154142585,106.8125457763672
Q8TDL5,BPIFB1,BPI fold-containing family B member 1,BPIB1_HUMAN,0.6714919195521915,0.0040983606557377,52441.54,519,0.0,1865.942504882812
Q8TDN7,ACER1,Alkaline ceramidase 1,ACER1_HUMAN,,0.0078146052277014,31095.47,1,99.8073217726397,78.81871795654297
Q8TDW7,FAT3,Protocadherin Fat 3,FAT3_HUMAN,0.5867653137863014,0.0073810825587752,501978.29,299,42.38921001926782,89.76729583740234
Q8TDX7,NEK7,Serine/threonine-protein kinase Nek7,NEK7_HUMAN,1.091680317295733,0.0073810825587752,34550.95,117,77.45664739884393,104.9312438964844
Q8TDZ2,MICAL1,[F-actin]-monooxygenase MICAL1,MICA1_HUMAN,1.353787824800312,0.0073810825587752,117874.76,122,76.49325626204238,53.76864433288574
Q8TEA8,DTD1,D-aminoacyl-tRNA deacylase 1,DTD1_HUMAN,1.680542270198371,0.0072727272727272,23423.54,204,60.69364161849711,95.52659606933594
Q8TEM1,NUP210,Nuclear pore membrane glycoprotein 210,PO210_HUMAN,1.185842207810361,0.0099554624050301,205111.23,9,98.26589595375722,60.95685195922852
Q8TER0,SNED1,"Sushi, nidogen and EGF-like domain-containing protein 1",SNED1_HUMAN,0.524200263754722,0.0040983606557377,152203.74,519,0.0,646.7239379882812
Q8TEU8,WFIKKN2,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",WFKN2_HUMAN,0.569321744630157,0.0073810825587752,63941.06,196,62.23506743737958,66.01346206665039
Q8TF05,PPP4R1,Serine/threonine-protein phosphatase 4 regulatory subunit 1,PP4R1_HUMAN,0.960731959316964,0.0094562647754137,107004.01,46,91.13680154142581,37.85269737243652
Q8TF42,UBASH3B,Ubiquitin-associated and SH3 domain-containing protein B,UBS3B_HUMAN,1.867615201516142,0.0073810825587752,72695.94,211,59.34489402697495,71.35198211669922
Q8TF64,GIPC3,PDZ domain-containing protein GIPC3,GIPC3_HUMAN,0.6873178920602521,0.0073810825587752,33981.61,24,95.37572254335261,59.33263397216797
Q8TF66,LRRC15,Leucine-rich repeat-containing protein 15,LRC15_HUMAN,0.5840156431802663,0.0073810825587752,64366.19,361,30.443159922928707,108.7356109619141
Q8WTU2,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,SRB4D_HUMAN,0.6786430480215578,0.0073810825587752,60818.64,77,85.16377649325626,106.47509765625
Q8WU76,SCFD2,Sec1 family domain-containing protein 2,SCFD2_HUMAN,0.8121396900991896,0.0084790673025967,75127.14,19,96.33911368015414,72.10003662109375
Q8WU79,SMAP2,Stromal membrane-associated protein 2,SMAP2_HUMAN,0.9729789240467852,0.0073810825587752,46785.89,97,81.31021194605009,63.87296676635742
Q8WUA8,TSKU,Tsukushi,TSK_HUMAN,0.7119426062007382,0.0016233766233766,37807.35,517,0.3853564547206166,800.0621337890625
Q8WUH2,TGFBRAP1,Transforming growth factor-beta receptor-associated protein 1,TGFA1_HUMAN,0.6612782975703,0.0073810825587752,97157.84,73,85.9344894026975,31.57048797607422
Q8WUH6,TMEM263,Transmembrane protein 263,TM263_HUMAN,1.552650063988608,0.0073810825587752,11748.41,89,82.85163776493256,65.65330505371094
Q8WUJ3,CEMIP,Cell migration-inducing and hyaluronan-binding protein,CEMIP_HUMAN,1.004622058839242,0.0040983606557377,152997.76,504,2.8901734104046244,206.39899444580078
Q8WUM4,PDCD6IP,Programmed cell death 6-interacting protein,PDC6I_HUMAN,0.897978397356855,0.0040983606557377,96023.16,519,0.0,1542.102905273438
Q8WUT4,LRRN4,Leucine-rich repeat neuronal protein 4,LRRN4_HUMAN,0.8000387178910897,0.0040983606557377,78843.26,514,0.9633911368015413,712.1332702636719
Q8WUW1,BRK1,Protein BRICK1,BRK1_HUMAN,1.078608759861282,0.0073810825587752,8744.91,112,78.42003853564547,68.22041702270508
Q8WV28,BLNK,B-cell linker protein,BLNK_HUMAN,2.186303189483854,0.0073810825587752,50466.38,57,89.01734104046243,105.0435485839844
Q8WVC6,DCAKD,Dephospho-CoA kinase domain-containing protein,DCAKD_HUMAN,2.321546801086993,0.0073810825587752,26550.2,29,94.41233140655106,37.02950286865234
