"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","PG.ProteinNames","PG.CV","PG.Qvalue","PG.MolecularWeight","Control_detected_n","Control_total_n","Control_detection_rate","Short_detected_n","Short_total_n","Short_detection_rate","Long_detected_n","Long_total_n","Long_detection_rate","In_detection_analysis_universe","Contrast","Abundance_log2FC","Abundance_FDR","Detection_logOR","Detection_FDR","Detection_model_status","Detection_analysis_status","Detection_rate_difference","Abundance_evidence","Detection_evidence","Evidence","Plotted_jointly","Abundance_status"
"Q9GZY6","LAT2","Linker for activation of T-cells family member 2","NTAL_HUMAN",0.751180438833772,0.0084790673025967,"26550.23",13,153,0.0849673202614379,12,186,0.0645161290322581,14,176,0.0795454545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0204511912291798,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9GZY8","MFF","Mitochondrial fission factor","MFF_HUMAN",1.02397406038111,0.0073810825587752,"38464.54",16,153,0.104575163398693,26,186,0.139784946236559,23,176,0.130681818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0352097828378663,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9GZZ8","LACRT","Extracellular glycoprotein lacritin","LACRT_HUMAN",1.5243921627964,0.0048740861088545,"14246.07",66,153,0.431372549019608,61,186,0.327956989247312,76,176,0.431818181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.103415559772296,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9GZZ9","UBA5","Ubiquitin-like modifier-activating enzyme 5","UBA5_HUMAN",4.79524608375591,0.0073810825587752,"44863.08",61,153,0.398692810457516,68,186,0.365591397849462,64,176,0.363636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.033101412608054,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H074","PAIP1","Polyadenylate-binding protein-interacting protein 1","PAIP1_HUMAN",0.694073539229071,0.0073810825587752,"53524.64",39,153,0.254901960784314,70,186,0.376344086021505,49,176,0.278409090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.121442125237192,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H098","FAM107B","Protein FAM107B","F107B_HUMAN",0.843667116374868,0.0073810825587752,"15557.71",72,153,0.470588235294118,57,186,0.306451612903226,61,176,0.346590909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.164136622390892,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H0B8","CRISPLD2","Cysteine-rich secretory protein LCCL domain-containing 2","CRLD2_HUMAN",1.17446384899847,0.0055467511885895,"55919.7",120,153,0.784313725490196,154,186,0.827956989247312,136,176,0.772727272727273,TRUE,"Low_vs_Control",0.225980213056297,0.495704650043225,0.286509588330611,1,"ok","ok",0.0436432637571158,FALSE,FALSE,"Neither",TRUE,"tested"
"Q9H0D6","XRN2","5'-3' exoribonuclease 2","XRN2_HUMAN",1.05332572292855,0.0073810825587752,"108582.44",6,153,0.0392156862745098,15,186,0.0806451612903226,10,176,0.0568181818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0414294750158128,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H0E2","TOLLIP","Toll-interacting protein","TOLIP_HUMAN",1.05805249749921,0.0073810825587752,"30281.8",67,153,0.437908496732026,76,186,0.408602150537634,76,176,0.431818181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0293063461943917,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H0N5","PCBD2","Pterin-4-alpha-carbinolamine dehydratase 2","PHS2_HUMAN",1.41311176296386,0.0073810825587752,"14365.46",28,153,0.183006535947712,37,186,0.198924731182796,29,176,0.164772727272727,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0159181952350833,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H0P0","NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN",0.941907330269471,0.0016233766233766,"37948.09",90,153,0.588235294117647,106,186,0.56989247311828,83,176,0.471590909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0183428209993675,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H0R4","HDHD2","Haloacid dehalogenase-like hydrolase domain-containing protein 2","HDHD2_HUMAN",2.17860820224748,0.0073810825587752,"28535.91",43,153,0.281045751633987,49,186,0.263440860215054,55,176,0.3125,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0176048914189332,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H0U3","MAGT1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1","MAGT1_HUMAN",1.37577067287302,0.0073810825587752,"38036.63",14,153,0.0915032679738562,19,186,0.102150537634409,20,176,0.113636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0106472696605524,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H0U4","RAB1B","Ras-related protein Rab-1B","RAB1B_HUMAN",1.55821758710995,0.0016233766233766,"22171.16",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0295535942910945,0.942807292753006,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"Q9H0V9","LMAN2L","VIP36-like protein","LMA2L_HUMAN",1.03406518047252,0.0080321285140562,"39710.79",54,153,0.352941176470588,82,186,0.440860215053763,47,176,0.267045454545455,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0879190385831752,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H159","CDH19","Cadherin-19","CAD19_HUMAN",0.541715896462627,0.0016233766233766,"87002.45",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.165666721869211,0.31697949486741,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"Q9H173","SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN",0.674935604413434,0.0016233766233766,"52084.7",143,153,0.934640522875817,176,186,0.946236559139785,162,176,0.920454545454545,TRUE,"Low_vs_Control",0.121058761454154,0.553585861898549,0.200952855171496,1,"ok","ok",0.011596036263968,FALSE,FALSE,"Neither",TRUE,"tested"
"Q9H1B5","XYLT2","Xylosyltransferase 2","XYLT2_HUMAN",1.23639782491607,0.0016233766233766,"96767.13",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.197223626493084,0.362040578889279,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"Q9H1E3","NUCKS1","Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1","NUCKS_HUMAN",0.732339302107382,0.0073810825587752,"27296.38",66,153,0.431372549019608,77,186,0.413978494623656,64,176,0.363636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0173940543959519,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H1E5","TMX4","Thioredoxin-related transmembrane protein 4","TMX4_HUMAN",0.705631727465512,0.0080321285140562,"38952.16",14,153,0.0915032679738562,20,186,0.10752688172043,18,176,0.102272727272727,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0160236137465739,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H1U4","MEGF9","Multiple epidermal growth factor-like domains protein 9","MEGF9_HUMAN",0.485334596060447,0.0073810825587752,"62983.66",39,153,0.254901960784314,59,186,0.317204301075269,44,176,0.25,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0623023402909551,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H1Z8","ECRG4","Augurin","AUGN_HUMAN",0.660317207607404,0.0040983606557377,"17183.41",141,153,0.92156862745098,169,186,0.908602150537634,150,176,0.852272727272727,TRUE,"Low_vs_Control",0.119619585805794,0.523797833729742,-0.0654120563589959,1,"ok","ok",-0.012966476913346,FALSE,FALSE,"Neither",TRUE,"tested"
"Q9H223","EHD4","EH domain-containing protein 4","EHD4_HUMAN",3.16495222091035,0.0073810825587752,"61175.13",92,153,0.601307189542484,102,186,0.548387096774194,97,176,0.551136363636364,TRUE,"Low_vs_Control",,,-0.25926909722869,1,"ok","ok",-0.0529200927682901,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H251","CDH23","Cadherin-23","CAD23_HUMAN",0.542026152191304,0.0016233766233766,"369493.91",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.112779700661704,0.538119222745368,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"Q9H257","CARD9","Caspase recruitment domain-containing protein 9","CARD9_HUMAN",1.45375505659741,0.0073810825587752,"62240.59",84,153,0.549019607843137,95,186,0.510752688172043,105,176,0.596590909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0382669196710943,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H269","VPS16","Vacuolar protein sorting-associated protein 16 homolog","VPS16_HUMAN",0.809209754430917,0.0073810825587752,"94693.68",33,153,0.215686274509804,26,186,0.139784946236559,30,176,0.170454545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0759013282732448,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H270","VPS11","Vacuolar protein sorting-associated protein 11 homolog","VPS11_HUMAN",0.776147525179914,0.0075880758807588,"107808.7",77,153,0.503267973856209,98,186,0.526881720430108,89,176,0.505681818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0236137465738984,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H299","SH3BGRL3","SH3 domain-binding glutamic acid-rich-like protein 3","SH3L3_HUMAN",1.76587795271876,0.0058910162002945,"10437.71",150,153,0.980392156862745,180,186,0.967741935483871,171,176,0.971590909090909,TRUE,"Low_vs_Control",0.0484833172655303,0.915009226963576,-0.542016528919514,1,"ok","ok",-0.0126502213788741,FALSE,FALSE,"Neither",TRUE,"tested"
"Q9H2A7","CXCL16","C-X-C motif chemokine 16","CXL16_HUMAN",0.67604816502778,0.0073810825587752,"27578.62",71,153,0.464052287581699,90,186,0.483870967741935,74,176,0.420454545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0198186801602361,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H2G2","SLK","STE20-like serine/threonine-protein kinase","SLK_HUMAN",1.55290428598547,0.006765899864682,"142694.92",64,153,0.418300653594771,70,186,0.376344086021505,74,176,0.420454545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0419565675732659,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H2H8","PPIL3","Peptidyl-prolyl cis-trans isomerase-like 3","PPIL3_HUMAN",0.675980609262634,0.0080321285140562,"18154.54",6,153,0.0392156862745098,7,186,0.0376344086021505,11,176,0.0625,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.00158127767235926,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H2K2","TNKS2","Poly [ADP-ribose] polymerase tankyrase-2","TNKS2_HUMAN",0.703028460128704,0.0072727272727272,"126917.93",119,153,0.777777777777778,144,186,0.774193548387097,139,176,0.789772727272727,TRUE,"Low_vs_Control",0.0189482488255983,0.979102053685203,-0.011760170815089,1,"ok","ok",-0.00358422939068104,FALSE,FALSE,"Neither",TRUE,"tested"
"Q9H2K8","TAOK3","Serine/threonine-protein kinase TAO3","TAOK3_HUMAN",1.37645856779439,0.0073810825587752,"105405.81",61,153,0.398692810457516,63,186,0.338709677419355,78,176,0.443181818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0599831330381616,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H2M9","RAB3GAP2","Rab3 GTPase-activating protein non-catalytic subunit","RBGPR_HUMAN",0.889053218991735,0.0073810825587752,"155984.77",25,153,0.163398692810458,27,186,0.145161290322581,28,176,0.159090909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0182374024878769,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H2U2","PPA2","Inorganic pyrophosphatase 2, mitochondrial","IPYR2_HUMAN",1.05977174020919,0.0073810825587752,"37920.22",18,153,0.117647058823529,29,186,0.155913978494624,26,176,0.147727272727273,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0382669196710942,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H2X3","CLEC4M","C-type lectin domain family 4 member M","CLC4M_HUMAN",0.604747101490409,0.0040983606557377,"45350.16",149,153,0.973856209150327,183,186,0.983870967741935,170,176,0.965909090909091,TRUE,"Low_vs_Control",0.243836631393981,0.141420691921424,0.621793202630909,1,"ok","ok",0.0100147585916087,FALSE,FALSE,"Neither",TRUE,"tested"
"Q9H336","CRISPLD1","Cysteine-rich secretory protein LCCL domain-containing 1","CRLD1_HUMAN",1.37621463483509,0.0073810825587752,"56888.45",27,153,0.176470588235294,28,186,0.150537634408602,24,176,0.136363636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.025932953826692,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H3G5","CPVL","Probable serine carboxypeptidase CPVL","CPVL_HUMAN",0.599460628098401,0.0016233766233766,"54163.79",153,153,1,186,186,1,175,176,0.994318181818182,TRUE,"Low_vs_Control",0.0553017097160282,0.826012770479032,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"Q9H3K6","BOLA2B","BolA-like protein 2","BOLA2_HUMAN",0.826215695805004,0.0072727272727272,"10116.54",73,153,0.477124183006536,93,186,0.5,93,176,0.528409090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.022875816993464,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H3N1","TMX1","Thioredoxin-related transmembrane protein 1","TMX1_HUMAN",3.74747222932297,0.0055467511885895,"31791.22",50,153,0.326797385620915,69,186,0.370967741935484,61,176,0.346590909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0441703563145688,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H3P7","ACBD3","Golgi resident protein GCP60","GCP60_HUMAN",0.904048643950113,0.0040983606557377,"60593.39",15,153,0.0980392156862745,21,186,0.112903225806452,24,176,0.136363636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0148640101201771,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H3R2","MUC13","Mucin-13","MUC13_HUMAN",1.27505431211249,0.0073810825587752,"54603.92",1,153,0.0065359477124183,2,186,0.010752688172043,0,176,0,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.00421674045962471,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H3U1","UNC45A","Protein unc-45 homolog A","UN45A_HUMAN",1.20407318705329,0.0072727272727272,"103076.89",58,153,0.379084967320261,65,186,0.349462365591398,66,176,0.375,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0296226017288636,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H3U7","SMOC2","SPARC-related modular calcium-binding protein 2","SMOC2_HUMAN",0.564169251131817,0.0073810825587752,"49674.14",39,153,0.254901960784314,51,186,0.274193548387097,40,176,0.227272727272727,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.019291587602783,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H425","C1orf198","Uncharacterized protein C1orf198","CA198_HUMAN",1.42804582484214,0.0040983606557377,"36346.47",32,153,0.209150326797386,33,186,0.17741935483871,37,176,0.210227272727273,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0317309719586759,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H444","CHMP4B","Charged multivesicular body protein 4b","CHM4B_HUMAN",0.958138457223585,0.0072727272727272,"24950.15",110,153,0.718954248366013,132,186,0.709677419354839,107,176,0.607954545454545,TRUE,"Low_vs_Control",,,0.00889055756585573,1,"ok","ok",-0.00927682901117433,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H446","RWDD1","RWD domain-containing protein 1","RWDD1_HUMAN",0.738471880217119,0.0073810825587752,"27939.5",88,153,0.57516339869281,117,186,0.629032258064516,111,176,0.630681818181818,TRUE,"Low_vs_Control",,,0.181168188247062,1,"ok","ok",0.0538688593717057,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H479","FN3K","Fructosamine-3-kinase","FN3K_HUMAN",0.862694914778189,0.0072727272727272,"35171.2",122,153,0.797385620915033,134,186,0.720430107526882,121,176,0.6875,TRUE,"Low_vs_Control",,,-0.483073144494338,1,"ok","ok",-0.076955513388151,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H497","TOR3A","Torsin-3A","TOR3A_HUMAN",0.64329708510026,0.0040983606557377,"46199.01",51,153,0.333333333333333,77,186,0.413978494623656,68,176,0.386363636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0806451612903226,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H4A3","WNK1","Serine/threonine-protein kinase WNK1","WNK1_HUMAN",1.58348418269586,0.0040983606557377,"250793.76",48,153,0.313725490196078,58,186,0.311827956989247,65,176,0.369318181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.00189753320683111,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H4A4","RNPEP","Aminopeptidase B","AMPB_HUMAN",0.782603688760504,0.0073810825587752,"72595.78",95,153,0.620915032679739,140,186,0.752688172043011,119,176,0.676136363636364,TRUE,"Low_vs_Control",,,0.641530062387608,0.770107514951329,"ok","ok",0.131773139363272,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H4A9","DPEP2","Dipeptidase 2","DPEP2_HUMAN",0.678801721500753,0.0040983606557377,"53365.03",117,153,0.764705882352941,144,186,0.774193548387097,133,176,0.755681818181818,TRUE,"Low_vs_Control",0.134774020266098,0.61095452247178,0.205170298846679,1,"ok","ok",0.00948766603415563,FALSE,FALSE,"Neither",TRUE,"tested"
"Q9H4B7","TUBB1","Tubulin beta-1 chain","TBB1_HUMAN",2.58341433115638,0.0016233766233766,"50326.91",152,153,0.993464052287582,185,186,0.994623655913978,175,176,0.994318181818182,TRUE,"Low_vs_Control",-0.0900544983393274,0.878316297919855,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0.00115960362639678,FALSE,,"Not jointly evaluable",TRUE,"tested"
"Q9H4E7","DEF6","Differentially expressed in FDCP 6 homolog","DEFI6_HUMAN",0.735557152400544,0.0073810825587752,"73910.33",74,153,0.483660130718954,91,186,0.489247311827957,88,176,0.5,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.00558718110900275,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H4F8","SMOC1","SPARC-related modular calcium-binding protein 1","SMOC1_HUMAN",0.600300310027403,0.0073810825587752,"48162.71",77,153,0.503267973856209,105,186,0.564516129032258,79,176,0.448863636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.061248155176049,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H4G4","GLIPR2","Golgi-associated plant pathogenesis-related protein 1","GAPR1_HUMAN",0.455951962593386,0.0016233766233766,"17218.3",153,153,1,185,186,0.994623655913978,175,176,0.994318181818182,TRUE,"Low_vs_Control",0.164108286420516,0.189206828513064,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",-0.0053763440860215,FALSE,,"Not jointly evaluable",TRUE,"tested"
"Q9H4L5","OSBPL3","Oxysterol-binding protein-related protein 3","OSBL3_HUMAN",1.11552867469719,0.0073810825587752,"101223.62",105,153,0.686274509803922,133,186,0.71505376344086,112,176,0.636363636363636,TRUE,"Low_vs_Control",,,0.204465460404738,1,"ok","ok",0.0287792536369387,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H4M9","EHD1","EH domain-containing protein 1","EHD1_HUMAN",1.17027991016452,0.0016233766233766,"60626.86",152,153,0.993464052287582,184,186,0.989247311827957,171,176,0.971590909090909,TRUE,"Low_vs_Control",0.0614470229469575,0.836998689019724,-0.651949860159904,1,"ok","ok",-0.00421674045962472,FALSE,FALSE,"Neither",TRUE,"tested"
"Q9H4X1","RGCC","Regulator of cell cycle RGCC","RGCC_HUMAN",1.09883432816277,0.0073810825587752,"14558.95",31,153,0.202614379084967,27,186,0.145161290322581,25,176,0.142045454545455,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0574530887623867,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H5I5","PIEZO2","Piezo-type mechanosensitive ion channel component 2","PIEZ2_HUMAN",0.718211314939162,0.0072727272727272,"318063.91",151,153,0.986928104575163,184,186,0.989247311827957,173,176,0.982954545454545,TRUE,"Low_vs_Control",0.0714228772282972,0.76162915621592,0.182608849722304,1,"ok","ok",0.00231920725279355,FALSE,FALSE,"Neither",TRUE,"tested"
"Q9H5X1","CIAO2A","Cytosolic iron-sulfur assembly component 2A","CIA2A_HUMAN",0.704287575489677,0.0073810825587752,"18355.11",39,153,0.254901960784314,35,186,0.188172043010753,41,176,0.232954545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.066729917773561,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H6K4","OPA3","Optic atrophy 3 protein","OPA3_HUMAN",0.846611822483833,0.0073810825587752,"19996.23",30,153,0.196078431372549,32,186,0.172043010752688,33,176,0.1875,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0240354206198608,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H6Q3","SLA2","Src-like-adapter 2","SLAP2_HUMAN",1.14182581906826,0.0073810825587752,"28585.35",16,153,0.104575163398693,21,186,0.112903225806452,17,176,0.0965909090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0083280624077588,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H6X2","ANTXR1","Anthrax toxin receptor 1","ANTR1_HUMAN",0.65282015601134,0.0016233766233766,"62788.97",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.364567462551566,0.0219634081276751,,,"constant_detection","constant_detection",0,TRUE,,"Not jointly evaluable",TRUE,"tested"
"Q9H6Z4","RANBP3","Ran-binding protein 3","RANB3_HUMAN",0.648000913169878,0.0073810825587752,"60209.94",16,153,0.104575163398693,14,186,0.0752688172043011,18,176,0.102272727272727,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0293063461943917,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H6Z9","EGLN3","Prolyl hydroxylase EGLN3","EGLN3_HUMAN",0.635953191386921,0.0072727272727272,"27261.31",61,153,0.398692810457516,88,186,0.473118279569892,78,176,0.443181818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0744254691123761,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H7C9","AAMDC","Mth938 domain-containing protein","AAMDC_HUMAN",0.703774672659396,0.0073810825587752,"13332.16",53,153,0.34640522875817,53,186,0.28494623655914,43,176,0.244318181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0614589921990301,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H7D0","DOCK5","Dedicator of cytokinesis protein 5","DOCK5_HUMAN",1.12225579066079,0.0073810825587752,"215308.73",31,153,0.202614379084967,40,186,0.21505376344086,43,176,0.244318181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0124393843558929,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H7D7","WDR26","WD repeat-containing protein 26","WDR26_HUMAN",1.07520233973045,0.0073810825587752,"72123.96",34,153,0.222222222222222,44,186,0.236559139784946,38,176,0.215909090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.014336917562724,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H7J1","PPP1R3E","Protein phosphatase 1 regulatory subunit 3E","PPR3E_HUMAN",0.788894290115648,0.0073810825587752,"30643.57",13,153,0.0849673202614379,11,186,0.0591397849462366,17,176,0.0965909090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0258275353152013,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H7M9","VSIR","V-type immunoglobulin domain-containing suppressor of T-cell activation","VISTA_HUMAN",1.08847776416848,0.0073810825587752,"33908.37",30,153,0.196078431372549,46,186,0.247311827956989,49,176,0.278409090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0512333965844402,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H8H3","TMT1A","Thiol S-methyltransferase TMT1A","TMT1A_HUMAN",2.10561620867818,0.0080321285140562,"28319.12",21,153,0.137254901960784,27,186,0.145161290322581,20,176,0.113636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.00790638836179633,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H8J5","MANSC1","MANSC domain-containing protein 1","MANS1_HUMAN",1.0996501583464,0.0040983606557377,"46810.11",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.175375416106265,0.369082273906121,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"Q9H8L6","MMRN2","Multimerin-2","MMRN2_HUMAN",0.627361961387773,0.0040983606557377,"104408.55",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.374462799030914,0.028543091108222,,,"constant_detection","constant_detection",0,TRUE,,"Not jointly evaluable",TRUE,"tested"
"Q9H8S9","MOB1A","MOB kinase activator 1A","MOB1A_HUMAN",1.37759220329725,0.0072727272727272,"25079.75",24,153,0.156862745098039,26,186,0.139784946236559,29,176,0.164772727272727,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0170777988614801,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H8W4","PLEKHF2","Pleckstrin homology domain-containing family F member 2","PKHF2_HUMAN",0.905267901581479,0.0072727272727272,"27797.77",93,153,0.607843137254902,110,186,0.591397849462366,103,176,0.585227272727273,TRUE,"Low_vs_Control",,,-0.027682018241317,1,"ok","ok",-0.0164452877925363,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"Q9H8Y8","GORASP2","Golgi reassembly-stacking protein 2","GORS2_HUMAN",1.0687692606176,0.0073810825587752,"47145.33",32,153,0.209150326797386,28,186,0.150537634408602,30,176,0.170454545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0586126923887835,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
