"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","PG.ProteinNames","PG.CV","PG.Qvalue","PG.MolecularWeight","Control_detected_n","Control_total_n","Control_detection_rate","Short_detected_n","Short_total_n","Short_detection_rate","Long_detected_n","Long_total_n","Long_detection_rate","In_detection_analysis_universe","Contrast","Abundance_log2FC","Abundance_FDR","Detection_logOR","Detection_FDR","Detection_model_status","Detection_analysis_status","Detection_rate_difference","Abundance_evidence","Detection_evidence","Evidence","Plotted_jointly","Abundance_status","Rank","Detection_status"
"P61970","NUTF2","Nuclear transport factor 2","NTF2_HUMAN",0.684800960537221,0.0040983606557377,"14478.48",87,153,0.568627450980392,114,186,0.612903225806452,95,176,0.539772727272727,TRUE,"High_vs_Control",,,-0.139072120913626,1,"ok","ok",-0.0288547237076648,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",214,"Not significant"
"O60229","KALRN","Kalirin","KALRN_HUMAN",1.12250623268907,0.0016233766233766,"340260.99",120,153,0.784313725490196,128,186,0.688172043010753,133,176,0.755681818181818,TRUE,"High_vs_Control",,,-0.193714325343754,1,"ok","ok",-0.0286319073083778,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",215,"Not significant"
"Q9NQC3","RTN4","Reticulon-4","RTN4_HUMAN",2.03802885350591,0.0073810825587752,"129931.42",100,153,0.65359477124183,120,186,0.645161290322581,110,176,0.625,TRUE,"High_vs_Control",,,-0.14824183144014,1,"ok","ok",-0.0285947712418301,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",216,"Not significant"
"Q9NS71","GKN1","Gastrokine-1","GKN1_HUMAN",0.681746834049165,0.0072727272727272,"20331",100,153,0.65359477124183,119,186,0.639784946236559,110,176,0.625,TRUE,"High_vs_Control",,,-0.122944199517918,1,"ok","ok",-0.0285947712418301,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",217,"Not significant"
"P30566","ADSL","Adenylosuccinate lyase","PUR8_HUMAN",1.02181413953733,0.0040983606557377,"54889.27",106,153,0.69281045751634,117,186,0.629032258064516,117,176,0.664772727272727,TRUE,"High_vs_Control",,,-0.152317083374261,1,"ok","ok",-0.0280377302436126,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",218,"Not significant"
"Q86XI8","ZSWIM9","Uncharacterized protein ZSWIM9","ZSWM9_HUMAN",1.10093082998517,0.0040983606557377,"70072.97",105,153,0.686274509803922,119,186,0.639784946236559,116,176,0.659090909090909,TRUE,"High_vs_Control",,,-0.146527607086294,1,"ok","ok",-0.0271836007130125,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",219,"Not significant"
"P55036","PSMD4","26S proteasome non-ATPase regulatory subunit 4","PSMD4_HUMAN",0.801008066558577,0.0016233766233766,"40736.65",98,153,0.640522875816993,111,186,0.596774193548387,108,176,0.613636363636364,TRUE,"High_vs_Control",,,-0.106226793248979,1,"ok","ok",-0.0268865121806298,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",220,"Not significant"
"Q9UIB8","CD84","SLAM family member 5","SLAF5_HUMAN",1.24195309349782,0.006765899864682,"38782.1",111,153,0.725490196078431,127,186,0.682795698924731,123,176,0.698863636363636,TRUE,"High_vs_Control",,,-0.135761361573576,1,"ok","ok",-0.026626559714795,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",221,"Not significant"
"P48729","CSNK1A1","Casein kinase I isoform alpha","KC1A_HUMAN",1.35214890700326,0.0073810825587752,"38914.85",84,153,0.549019607843137,114,186,0.612903225806452,92,176,0.522727272727273,TRUE,"High_vs_Control",,,-0.108567723668745,1,"ok","ok",-0.0262923351158646,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",222,"Not significant"
"P61201","COPS2","COP9 signalosome complex subunit 2","CSN2_HUMAN",2.42969649253351,0.0030581039755351,"51596.68",97,153,0.633986928104575,123,186,0.661290322580645,107,176,0.607954545454545,TRUE,"High_vs_Control",,,-0.119839665232605,1,"ok","ok",-0.0260323826500297,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",223,"Not significant"
"Q92526","CCT6B","Probable T-complex protein 1 subunit zeta-2","TCPW_HUMAN",0.913619083660793,0.0073810825587752,"57821.42",110,153,0.718954248366013,130,186,0.698924731182796,122,176,0.693181818181818,TRUE,"High_vs_Control",,,-0.135967797547348,1,"ok","ok",-0.0257724301841948,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",224,"Not significant"
"Q5SQ64","LY6G6F","Lymphocyte antigen 6 complex locus protein G6f","LY66F_HUMAN",1.09520078685311,0.0073810825587752,"32464.62",89,153,0.581699346405229,114,186,0.612903225806452,98,176,0.556818181818182,TRUE,"High_vs_Control",,,-0.140447560591914,1,"ok","ok",-0.024881164587047,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",225,"Not significant"
"O75596","CLEC3A","C-type lectin domain family 3 member A","CLC3A_HUMAN",0.577773501583213,0.0073810825587752,"22232.53",102,153,0.666666666666667,154,186,0.827956989247312,113,176,0.642045454545455,TRUE,"High_vs_Control",,,-0.142410795690815,1,"ok","ok",-0.024621212121212,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",226,"Not significant"
"P49588","AARS1","Alanine--tRNA ligase, cytoplasmic","SYAC_HUMAN",1.09424953552248,0.006765899864682,"106810.44",102,153,0.666666666666667,133,186,0.71505376344086,113,176,0.642045454545455,TRUE,"High_vs_Control",,,-0.120486422047147,1,"ok","ok",-0.024621212121212,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",227,"Not significant"
"P51511","MMP15","Matrix metalloproteinase-15","MMP15_HUMAN",0.978347847296127,0.0073810825587752,"75806.93",101,153,0.660130718954248,143,186,0.768817204301075,112,176,0.636363636363636,TRUE,"High_vs_Control",,,-0.141494587349061,1,"ok","ok",-0.023767082590612,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",228,"Not significant"
"Q7LBR1","CHMP1B","Charged multivesicular body protein 1b","CHM1B_HUMAN",1.37726377455803,0.0073810825587752,"22109.36",101,153,0.660130718954248,126,186,0.67741935483871,112,176,0.636363636363636,TRUE,"High_vs_Control",,,-0.078936040183605,1,"ok","ok",-0.023767082590612,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",229,"Not significant"
"P02818","BGLAP","Osteocalcin","OSTCN_HUMAN",1.06696935126229,0.0040983606557377,"10962.58",94,153,0.61437908496732,128,186,0.688172043010753,104,176,0.590909090909091,TRUE,"High_vs_Control",,,-0.0533370508927186,1,"ok","ok",-0.0234699940582294,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",230,"Not significant"
"Q93033","CD101","Immunoglobulin superfamily member 2","IGSF2_HUMAN",0.730508930504344,0.0073810825587752,"115108.5",87,153,0.568627450980392,116,186,0.623655913978495,96,176,0.545454545454545,TRUE,"High_vs_Control",,,-0.101647123285733,1,"ok","ok",-0.0231729055258467,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",231,"Not significant"
"Q9H8W4","PLEKHF2","Pleckstrin homology domain-containing family F member 2","PKHF2_HUMAN",0.905267901581479,0.0072727272727272,"27797.77",93,153,0.607843137254902,110,186,0.591397849462366,103,176,0.585227272727273,TRUE,"High_vs_Control",,,-0.0831999180234585,1,"ok","ok",-0.0226158645276292,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",232,"Not significant"
"Q9NX62","BPNT2","Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase","IMPA3_HUMAN",0.667906058824655,0.0016233766233766,"38681.41",86,153,0.562091503267974,115,186,0.618279569892473,95,176,0.539772727272727,TRUE,"High_vs_Control",,,-0.0711506153237381,1,"ok","ok",-0.0223187759952466,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",233,"Not significant"
"Q8WVM8","SCFD1","Sec1 family domain-containing protein 1","SCFD1_HUMAN",4.60720463604014,0.0072727272727272,"72379.85",105,153,0.686274509803922,121,186,0.650537634408602,117,176,0.664772727272727,TRUE,"High_vs_Control",,,-0.10556925533108,1,"ok","ok",-0.0215017825311943,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",234,"Not significant"
"P62249","RPS16","Small ribosomal subunit protein uS9","RS16_HUMAN",0.96643143402576,0.0073810825587752,"16445.31",104,153,0.679738562091503,132,186,0.709677419354839,116,176,0.659090909090909,TRUE,"High_vs_Control",,,-0.109642389555136,1,"ok","ok",-0.0206476530005942,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",235,"Not significant"
"Q12884","FAP","Prolyl endopeptidase FAP","SEPR_HUMAN",0.503922297331627,0.0073810825587752,"87712.55",97,153,0.633986928104575,114,186,0.612903225806452,108,176,0.613636363636364,TRUE,"High_vs_Control",,,-0.0454042959039014,1,"ok","ok",-0.0203505644682115,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",236,"Not significant"
"P56202","CTSW","Cathepsin W","CATW_HUMAN",4.09592281394048,0.0073810825587752,"42120.06",110,153,0.718954248366013,133,186,0.71505376344086,123,176,0.698863636363636,TRUE,"High_vs_Control",,,-0.156414704397026,1,"ok","ok",-0.0200906120023767,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",237,"Not significant"
"O00571","DDX3X","ATP-dependent RNA helicase DDX3X","DDX3X_HUMAN",1.05856743272797,0.0072727272727272,"73243.41",90,153,0.588235294117647,117,186,0.629032258064516,100,176,0.568181818181818,TRUE,"High_vs_Control",,,-0.104494482444833,1,"ok","ok",-0.0200534759358288,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",238,"Not significant"
"Q7Z4W1","DCXR","L-xylulose reductase","DCXR_HUMAN",0.776808565148058,0.0073810825587752,"25913.05",90,153,0.588235294117647,121,186,0.650537634408602,100,176,0.568181818181818,TRUE,"High_vs_Control",,,-0.107903775389188,1,"ok","ok",-0.0200534759358288,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",239,"Not significant"
"O14979","HNRNPDL","Heterogeneous nuclear ribonucleoprotein D-like","HNRDL_HUMAN",0.863030986861609,0.006765899864682,"46437.53",103,153,0.673202614379085,129,186,0.693548387096774,115,176,0.653409090909091,TRUE,"High_vs_Control",,,-0.107375120717895,1,"ok","ok",-0.0197935234699941,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",240,"Not significant"
"Q9Y4X3","CCL27","C-C motif chemokine 27","CCL27_HUMAN",0.560773708912706,0.0073810825587752,"12617.92",103,153,0.673202614379085,141,186,0.758064516129032,115,176,0.653409090909091,TRUE,"High_vs_Control",,,-0.10133913630061,1,"ok","ok",-0.0197935234699941,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",241,"Not significant"
"Q9BPX5","ARPC5L","Actin-related protein 2/3 complex subunit 5-like protein","ARP5L_HUMAN",0.993550566872732,0.0073810825587752,"16941.19",102,153,0.666666666666667,130,186,0.698924731182796,114,176,0.647727272727273,TRUE,"High_vs_Control",,,-0.0853943230378927,1,"ok","ok",-0.0189393939393939,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",242,"Not significant"
"Q15257","PTPA","Serine/threonine-protein phosphatase 2A activator","PTPA_HUMAN",1.10258986194098,0.0072727272727272,"40667.54",95,153,0.620915032679739,108,186,0.580645161290323,106,176,0.602272727272727,TRUE,"High_vs_Control",,,-0.114314304796636,1,"ok","ok",-0.0186423054070113,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",243,"Not significant"
"Q02878","RPL6","Large ribosomal subunit protein eL6","RL6_HUMAN",1.5350044392764,0.0073810825587752,"32727.92",101,153,0.660130718954248,134,186,0.720430107526882,113,176,0.642045454545455,TRUE,"High_vs_Control",,,-0.0785105544324038,1,"ok","ok",-0.0180852644087938,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",244,"Not significant"
"P56537","EIF6","Eukaryotic translation initiation factor 6","IF6_HUMAN",2.50086130627769,0.0073810825587752,"26599.07",94,153,0.61437908496732,108,186,0.580645161290323,105,176,0.596590909090909,TRUE,"High_vs_Control",,,-0.0498542152198791,1,"ok","ok",-0.0177881758764112,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",245,"Not significant"
"Q99436","PSMB7","Proteasome subunit beta type-7","PSB7_HUMAN",0.772767558383945,0.0040983606557377,"29965.42",94,153,0.61437908496732,112,186,0.602150537634409,105,176,0.596590909090909,TRUE,"High_vs_Control",,,-0.0785981704936759,1,"ok","ok",-0.0177881758764112,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",246,"Not significant"
"O75915","ARL6IP5","PRA1 family protein 3","PRAF3_HUMAN",2.00919745150039,0.0073810825587752,"21614.7",99,153,0.647058823529412,120,186,0.645161290322581,111,176,0.630681818181818,TRUE,"High_vs_Control",,,-0.0890906250633157,1,"ok","ok",-0.0163770053475936,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",247,"Not significant"
"Q9NQV8","PRDM8","PR domain zinc finger protein 8","PRDM8_HUMAN",1.06715328288178,0.0073810825587752,"71662.96",105,153,0.686274509803922,130,186,0.698924731182796,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.0922177540049849,1,"ok","ok",-0.0158199643493762,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",248,"Not significant"
"Q92993","KAT5","Histone acetyltransferase KAT5","KAT5_HUMAN",0.838887836925873,0.006765899864682,"58582.05",91,153,0.594771241830065,120,186,0.645161290322581,102,176,0.579545454545455,TRUE,"High_vs_Control",,,-0.0465801549673332,1,"ok","ok",-0.0152257872846108,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",249,"Not significant"
"A6NH11","GLTPD2","Glycolipid transfer protein domain-containing protein 2","GLTD2_HUMAN",0.666754554533093,0.0073810825587752,"31641.6",84,153,0.549019607843137,121,186,0.650537634408602,94,176,0.534090909090909,TRUE,"High_vs_Control",,,-0.0714484948563372,1,"ok","ok",-0.0149286987522282,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",250,"Not significant"
"Q15828","CST6","Cystatin-M","CYTM_HUMAN",0.849059121921823,0.0073810825587752,"16511.08",90,153,0.588235294117647,117,186,0.629032258064516,101,176,0.573863636363636,TRUE,"High_vs_Control",,,-0.0313466134859294,1,"ok","ok",-0.0143716577540107,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",251,"Not significant"
"Q9Y2A7","NCKAP1","Nck-associated protein 1","NCKP1_HUMAN",1.63368322952208,0.0040983606557377,"128789.98",96,153,0.627450980392157,110,186,0.591397849462366,108,176,0.613636363636364,TRUE,"High_vs_Control",,,-0.0760304811377792,1,"ok","ok",-0.0138146167557932,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",252,"Not significant"
"A6NML5","TMEM212","Transmembrane protein 212","TM212_HUMAN",1.29266132607533,0.0073810825587752,"21425.22",109,153,0.712418300653595,142,186,0.763440860215054,123,176,0.698863636363636,TRUE,"High_vs_Control",,,-0.0645635713029858,1,"ok","ok",-0.0135546642899584,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",253,"Not significant"
"P35900","KRT20","Keratin, type I cytoskeletal 20","K1C20_HUMAN",0.902743504238733,0.0073810825587752,"48486.61",102,153,0.666666666666667,116,186,0.623655913978495,115,176,0.653409090909091,TRUE,"High_vs_Control",,,-0.08862826492463,1,"ok","ok",-0.0132575757575757,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",254,"Not significant"
"P60981","DSTN","Destrin","DEST_HUMAN",1.35375887867553,0.0016233766233766,"18505.72",102,153,0.666666666666667,134,186,0.720430107526882,115,176,0.653409090909091,TRUE,"High_vs_Control",,,-0.0541001592444746,1,"ok","ok",-0.0132575757575757,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",255,"Not significant"
"Q15417","CNN3","Calponin-3","CNN3_HUMAN",2.47757412940211,0.0072727272727272,"36413.7",102,153,0.666666666666667,122,186,0.655913978494624,115,176,0.653409090909091,TRUE,"High_vs_Control",,,-0.0654414138736056,1,"ok","ok",-0.0132575757575757,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",256,"Not significant"
"Q9NPQ8","RIC8A","Chaperone Ric-8A","RIC8A_HUMAN",0.887981154247032,0.0040983606557377,"59709.51",102,153,0.666666666666667,125,186,0.672043010752688,115,176,0.653409090909091,TRUE,"High_vs_Control",,,-0.0291957572972118,1,"ok","ok",-0.0132575757575757,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",257,"Not significant"
"P30530","AXL","Tyrosine-protein kinase receptor UFO","UFO_HUMAN",0.607479389696209,0.0016233766233766,"98336.71",108,153,0.705882352941177,130,186,0.698924731182796,122,176,0.693181818181818,TRUE,"High_vs_Control",,,-0.00985460701017064,1,"ok","ok",-0.0127005347593583,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",258,"Not significant"
"Q8WZA0","LZIC","Protein LZIC","LZIC_HUMAN",1.16620676137039,0.0073810825587752,"21494.52",88,153,0.57516339869281,112,186,0.602150537634409,99,176,0.5625,TRUE,"High_vs_Control",,,-0.0800023930406048,1,"ok","ok",-0.0126633986928104,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",259,"Not significant"
"P14778","IL1R1","Interleukin-1 receptor type 1","IL1R1_HUMAN",0.720595065598654,0.0073810825587752,"65402.46",101,153,0.660130718954248,140,186,0.752688172043011,114,176,0.647727272727273,TRUE,"High_vs_Control",,,-0.0435271343439008,1,"ok","ok",-0.0124034462269756,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",260,"Not significant"
"O75390","CS","Citrate synthase, mitochondrial","CISY_HUMAN",2.18307481917989,0.0016233766233766,"51712.43",94,153,0.61437908496732,109,186,0.586021505376344,106,176,0.602272727272727,TRUE,"High_vs_Control",,,-0.0784355949534898,1,"ok","ok",-0.012106357694593,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",261,"Not significant"
"P25325","MPST","3-mercaptopyruvate sulfurtransferase","THTM_HUMAN",1.03375324637437,0.0073810825587752,"33178.46",94,153,0.61437908496732,130,186,0.698924731182796,106,176,0.602272727272727,TRUE,"High_vs_Control",,,-0.06632736058131,1,"ok","ok",-0.012106357694593,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",262,"Not significant"
"Q16820","MEP1B","Meprin A subunit beta","MEP1B_HUMAN",0.683406092776671,0.0040983606557377,"79571.18",94,153,0.61437908496732,127,186,0.682795698924731,106,176,0.602272727272727,TRUE,"High_vs_Control",,,-0.0571795661834722,1,"ok","ok",-0.012106357694593,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",263,"Not significant"
"P01599","IGKV1-17","Immunoglobulin kappa variable 1-17","KV117_HUMAN",1.16639854290043,0.0016233766233766,"12778.52",107,153,0.699346405228758,121,186,0.650537634408602,121,176,0.6875,TRUE,"High_vs_Control",,,-0.0298085001525489,1,"ok","ok",-0.0118464052287581,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",264,"Not significant"
"Q13795","ARFRP1","ADP-ribosylation factor-related protein 1","ARFRP_HUMAN",0.634898555888813,0.0073810825587752,"22614.08",107,153,0.699346405228758,140,186,0.752688172043011,121,176,0.6875,TRUE,"High_vs_Control",,,-0.0286960157858664,1,"ok","ok",-0.0118464052287581,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",265,"Not significant"
"P16615","ATP2A2","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2","AT2A2_HUMAN",1.7150595274965,0.0073810825587752,"114756.86",87,153,0.568627450980392,114,186,0.612903225806452,98,176,0.556818181818182,TRUE,"High_vs_Control",,,-0.0921415059549303,1,"ok","ok",-0.0118092691622104,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",266,"Not significant"
"Q08397","LOXL1","Lysyl oxidase homolog 1","LOXL1_HUMAN",0.549422062248841,0.0072727272727272,"63109.77",99,153,0.647058823529412,139,186,0.747311827956989,112,176,0.636363636363636,TRUE,"High_vs_Control",,,-0.121556907549146,1,"ok","ok",-0.0106951871657754,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",267,"Not significant"
"O60884","DNAJA2","DnaJ homolog subfamily A member 2","DNJA2_HUMAN",0.852119089889894,0.0072727272727272,"45745.6",98,153,0.640522875816993,108,186,0.580645161290323,111,176,0.630681818181818,TRUE,"High_vs_Control",,,-0.0667370003037316,1,"ok","ok",-0.00984105763517518,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",268,"Not significant"
"O14717","TRDMT1","tRNA (cytosine(38)-C(5))-methyltransferase","TRDMT_HUMAN",0.623502941067029,0.0073810825587752,"44596.58",78,153,0.509803921568627,124,186,0.666666666666667,88,176,0.5,TRUE,"High_vs_Control",,,-0.0556922214727928,1,"ok","ok",-0.00980392156862742,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",269,"Not significant"
"P11216","PYGB","Glycogen phosphorylase, brain form","PYGB_HUMAN",3.32629840048822,0.0073810825587752,"96695.95",104,153,0.679738562091503,131,186,0.704301075268817,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.0506798846143798,1,"ok","ok",-0.00928401663695788,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",270,"Not significant"
"Q05315","CLC","Galectin-10","LEG10_HUMAN",1.21518242519667,0.0073810825587752,"16452.85",110,153,0.718954248366013,127,186,0.682795698924731,125,176,0.710227272727273,TRUE,"High_vs_Control",,,0.00605233630469023,1,"ok","ok",-0.00872697563874036,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",271,"Not significant"
"P20700","LMNB1","Lamin-B1","LMNB1_HUMAN",1.64599619379142,0.006765899864682,"66408.34",90,153,0.588235294117647,117,186,0.629032258064516,102,176,0.579545454545455,TRUE,"High_vs_Control",,,-0.028917652028465,1,"ok","ok",-0.00868983957219249,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",272,"Not significant"
"Q8N392","ARHGAP18","Rho GTPase-activating protein 18","RHG18_HUMAN",1.82939701933255,0.0058910162002945,"74976.73",90,153,0.588235294117647,116,186,0.623655913978495,102,176,0.579545454545455,TRUE,"High_vs_Control",,,-0.0689768468140519,1,"ok","ok",-0.00868983957219249,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",273,"Not significant"
"Q5JSH3","WDR44","WD repeat-containing protein 44","WDR44_HUMAN",1.59468224141471,0.006765899864682,"101366.36",96,153,0.627450980392157,114,186,0.612903225806452,109,176,0.619318181818182,TRUE,"High_vs_Control",,,-0.0330942245377444,1,"ok","ok",-0.00813279857397509,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",274,"Not significant"
"O60763","USO1","General vesicular transport factor p115","USO1_HUMAN",1.50055998660033,0.0073810825587752,"107895.26",89,153,0.581699346405229,120,186,0.645161290322581,101,176,0.573863636363636,TRUE,"High_vs_Control",,,-0.038098778933737,1,"ok","ok",-0.00783571004159245,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",275,"Not significant"
"P04843","RPN1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1","RPN1_HUMAN",1.56771972394609,0.006765899864682,"68569.42",89,153,0.581699346405229,126,186,0.67741935483871,101,176,0.573863636363636,TRUE,"High_vs_Control",,,-0.0542408721687171,1,"ok","ok",-0.00783571004159245,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",276,"Not significant"
"P01130","LDLR","Low-density lipoprotein receptor","LDLR_HUMAN",0.680371738876387,0.0073810825587752,"95376.02",102,153,0.666666666666667,125,186,0.672043010752688,116,176,0.659090909090909,TRUE,"High_vs_Control",,,-0.0198414683019685,1,"ok","ok",-0.00757575757575757,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",277,"Not significant"
"Q00688","FKBP3","Peptidyl-prolyl cis-trans isomerase FKBP3","FKBP3_HUMAN",1.00198629767015,0.0016233766233766,"25176.83",95,153,0.620915032679739,126,186,0.67741935483871,108,176,0.613636363636364,TRUE,"High_vs_Control",,,-0.0294843528426006,1,"ok","ok",-0.00727866904337493,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",278,"Not significant"
"Q9NQW7","XPNPEP1","Xaa-Pro aminopeptidase 1","XPP1_HUMAN",1.081746349772,0.0073810825587752,"69917.82",95,153,0.620915032679739,122,186,0.655913978494624,108,176,0.613636363636364,TRUE,"High_vs_Control",,,-0.0330885628138816,1,"ok","ok",-0.00727866904337493,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",279,"Not significant"
"O60667","FCMR","Immunoglobulin mu Fc receptor","FCMR_HUMAN",0.659016514897636,0.0073810825587752,"43146.49",75,153,0.490196078431373,112,186,0.602150537634409,85,176,0.482954545454545,TRUE,"High_vs_Control",,,-0.0633672939821645,1,"ok","ok",-0.00724153297682706,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",280,"Not significant"
"O75116","ROCK2","Rho-associated protein kinase 2","ROCK2_HUMAN",4.33439984055105,0.0072727272727272,"160899.82",108,153,0.705882352941177,132,186,0.709677419354839,123,176,0.698863636363636,TRUE,"High_vs_Control",,,-0.0510412006931328,1,"ok","ok",-0.00701871657754016,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",281,"Not significant"
"P62829","RPL23","Large ribosomal subunit protein uL14","RL23_HUMAN",1.09976821355341,0.0073810825587752,"14865.44",88,153,0.57516339869281,113,186,0.60752688172043,100,176,0.568181818181818,TRUE,"High_vs_Control",,,-0.0152832042871094,1,"ok","ok",-0.00698158051099218,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",282,"Not significant"
"P13804","ETFA","Electron transfer flavoprotein subunit alpha, mitochondrial","ETFA_HUMAN",1.47342589146345,0.0072727272727272,"35079.57",94,153,0.61437908496732,112,186,0.602150537634409,107,176,0.607954545454545,TRUE,"High_vs_Control",,,-0.0738394584420636,1,"ok","ok",-0.00642453951277488,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",283,"Not significant"
"P34096","RNASE4","Ribonuclease 4","RNAS4_HUMAN",0.643402767677525,0.0040983606557377,"16840.47",94,153,0.61437908496732,134,186,0.720430107526882,107,176,0.607954545454545,TRUE,"High_vs_Control",,,0.011563084944048,1,"ok","ok",-0.00642453951277488,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",284,"Not significant"
"P09543","CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","CN37_HUMAN",0.982087001557307,0.0040983606557377,"47578.62",87,153,0.568627450980392,126,186,0.67741935483871,99,176,0.5625,TRUE,"High_vs_Control",,,-0.0655727654873928,1,"ok","ok",-0.00612745098039214,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",285,"Not significant"
"O60613","SELENOF","Selenoprotein F","SEP15_HUMAN",0.525341519470899,0.0073810825587752,"18091.8",100,153,0.65359477124183,142,186,0.763440860215054,114,176,0.647727272727273,TRUE,"High_vs_Control",,,-0.0608797633429776,1,"ok","ok",-0.00586749851455737,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",286,"Not significant"
