"Contrast","logOR","OR","SE","CI_low_OR","CI_high_OR","P","N_samples","Zero_cells","Model_status","Detail","PG.ProteinGroups","Model","FDR"
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","P98160","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","P98161","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","P98161","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","P98161","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","P98164","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","P98164","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","P98164","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","P98172","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","P98172","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","P98172","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00013","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00013","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00013","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00610","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00610","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00610","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00688","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00688","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00688","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00839","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00839","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q00839","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01082","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01082","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01082","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01105","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01105","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01105","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01130","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01130","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01130","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01469","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01469","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01469","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01518","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01518","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01518","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01546","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01546","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01546","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01813","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01813","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01813","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01844","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01844","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01844","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01973","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01973","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01973","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01995","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01995","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q01995","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02413","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02413","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02413","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02487","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02487","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02487","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02809","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02809","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02809","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02817","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02817","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02817","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02818","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02818","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02818","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02878","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02878","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02878","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02952","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02952","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02952","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02985","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02985","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q02985","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q03167","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q03167","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q03167","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04637","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04637","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04637","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04695","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04695","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04695","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04721","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04721","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04721","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04756","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04756","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04756","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04760","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04760","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04760","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04917","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04917","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04917","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04941","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04941","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q04941","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05315","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05315","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05315","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05516","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05516","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05516","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05682","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05682","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05682","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05707","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05707","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q05707","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06033","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06033","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06033","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06187","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06187","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06187","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06323","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06323","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06323","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06481","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06481","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06481","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06828","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06828","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06828","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06830","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06830","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q06830","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07020","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07020","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07020","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07065","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07065","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07065","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07075","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07075","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07075","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07507","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07507","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07507","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07954","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07954","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07954","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07955","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07955","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07955","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07960","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07960","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q07960","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08174","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08174","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08174","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08188","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08188","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08188","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08209","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08209","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08209","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08378","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08378","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08378","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08380","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08380","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08380","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08397","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08397","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08397","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08431","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08431","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08431","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08495","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08495","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08495","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08499","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08499","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08499","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08554","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08554","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08554","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08629","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08629","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08629","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08722","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08722","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08722","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08830","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08830","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q08830","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q09327","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q09327","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q09327","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q09328","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q09328","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q09328","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q09666","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q09666","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q09666","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q0VD83","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q0VD83","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q0VD83","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10469","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10469","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10469","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10471","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10471","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10471","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10472","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10472","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10472","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10589","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10589","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q10589","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q11201","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q11201","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q11201","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12797","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12797","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12797","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12805","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12805","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12805","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12841","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12841","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12841","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12860","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12860","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12860","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12884","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12884","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12884","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12905","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12905","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12905","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12907","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12907","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12907","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12913","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12913","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q12913","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13009","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13009","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13009","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13043","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13043","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13043","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13045","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13045","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13045","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13093","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13093","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13093","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13094","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13094","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13094","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13103","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13103","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13103","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13126","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13126","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13126","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13177","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13177","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13177","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13185","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13185","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13185","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13200","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13200","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13200","Age_sex",
